occupants,plug_loads_other,plug_loads_tv,ceiling_fan,lighting_interior,hot_water_dishwasher,dishwasher,hot_water_clothes_washer,clothes_washer,clothes_dryer,cooking_range,hot_water_showers,hot_water_showers_minutes,hot_water_fixtures,electric_vehicle
1,0.565,0.0188,0.344,0.0513,0,0,0,0,0,0,0.152,7,0.137,1
0.817,0.565,0.0207,0.33,0.0586,0,0,0,0,0,0,0.318,15,0.322,-0.917
0.8,0.568,0.0247,0.337,0.0842,0,0,0,0,0,0,0.146,7,0.208,-0.0833
0.8,0.588,0.0429,0.267,0.174,0,0,0,0,0,0,0.329,16,0.505,0
0.533,0.592,0.0452,0.281,0.172,0,0,0,0,0,0,0.0408,2,0.359,0
0.4,0.584,0.0391,0.337,0.123,0,0,0,0,0,0,0,0,0.0369,0
0.4,0.576,0.0315,0.372,0.0921,0,0,0,0,0,0,0,0,0.0737,0
0.4,0.566,0.0174,0.421,0.0509,0,0,0,0,0,0,0,0,0,0
0.4,0.566,0.0174,0.421,0.0509,0,0,0,0,0,0,0,0,0,0
0.4,0.566,0.0174,0.421,0.0509,0,0,0,0,0,0,0,0,0,0
0.4,0.573,0.034,0.386,0.0766,0,0,0,0,0,0,0,0,0.147,-0.15
0.433,0.605,0.0959,0.267,0.164,0,0,0,0,0,0,0,0,0.664,-0.833
0.6,0.65,0.168,0.168,0.237,0,0,0,0,0,0,0,0,0.0737,1
0.6,0.678,0.206,0.168,0.243,0.418,0.417,0,0,0,0,0,0,0.111,1
0.783,0.739,0.338,0.0912,0.327,0.647,1,0,0,0,0,0,0,0.147,1
0.8,0.745,0.471,0.0842,0.391,0.428,0.0333,0,0,0,0,0,0,0.0369,1
0.8,0.727,0.62,0.0842,0.491,0.343,0.417,0,0,0,0,0,0,0,1
0.8,0.682,0.614,0.119,0.542,0,1,0,0,0,0,0,0,0,1
0.8,0.623,0.418,0.168,0.458,0,0.0333,0,0,0,0.167,0,0,0.0369,1
0.8,0.588,0.211,0.218,0.27,0,0,0,0,0,0.0667,0.0742,4,0.0492,1
0.8,0.567,0.0414,0.372,0.0749,0,0,0,0,0,0,0,0,0,1
1,0.566,0.0199,0.421,0.0509,0,0,0,0,0,0,0,0,0,1
1,0.566,0.0199,0.421,0.0509,0,0,0,0,0,0,0,0,0,1
1,0.565,0.0198,0.386,0.0509,0,0,0,0,0,0.417,0,0,0.0369,1
1,0.566,0.0199,0.414,0.0509,0,0,0,0,0,0.533,0,0,0,1
1,0.566,0.0199,0.421,0.0509,0,0,0,0,0,0,0,0,0,1
1,0.573,0.0298,0.309,0.124,0,0,0,0,0,0,0.256,12,0.244,1
0.917,0.588,0.0446,0.288,0.163,0,0,0,0,0,0,0.24,12,0.27,1
0.717,0.576,0.0362,0.372,0.0934,0,0,0,0,0,0,0,0,0.0369,1
0.6,0.566,0.0199,0.421,0.0509,0,0,0,0,0,0,0,0,0,1
0.6,0.599,0.111,0.267,0.176,0,0,0,0,0,0,0.289,14,0.671,1
0.517,0.594,0.106,0.288,0.154,0,0,0,0,0,0.233,0,0,0.147,1
0.4,0.584,0.0785,0.337,0.113,0,0,0,0,0,0,0,0,0.0737,1
0.35,0.596,0.136,0.281,0.154,0,0,0,0,0,0,0,0,0.406,-0.05
0.317,0.594,0.146,0.288,0.148,0,0,0,0,0,0,0,0,0.184,-0.1
0.183,0.587,0.101,0.344,0.107,0,0,0,0,0,0,0,0,0.258,-0.0833
0.4,0.601,0.121,0.33,0.119,0,0,0,0,0,0,0,0,0.221,1
0.533,0.676,0.272,0.204,0.221,0,0,0,0,0,0,0.113,6,0.272,1
0.65,0.715,0.392,0.147,0.296,0,0,0,0,0,0,0.262,13,0.21,1
0.6,0.695,0.471,0.168,0.338,0,0,0,0,0,0.917,0.23,11,0.484,1
0.683,0.693,0.632,0.133,0.48,0,0,0,0,0,0.0333,0.211,11,0.14,1
0.833,0.671,0.72,0.0702,0.685,0,0,0,0,0,0,0.2,10,0.17,1
1,0.625,0.522,0.0351,0.572,0,0,0,0,0,0,0.16,8,0.106,1
1,0.575,0.152,0.211,0.177,0,0,0,0,0,0,0,0,0,1
0.933,0.566,0.0236,0.414,0.0544,0,0,0,0,0,0,0,0,0,1
1,0.566,0.0199,0.421,0.0509,0,0,0,0,0,0,0,0,0,1
1,0.566,0.0199,0.421,0.0509,0,0,0,0,0,0,0,0,0,1
1,0.566,0.0199,0.421,0.0509,0,0,0,0,0,0,0,0,0,1
1,0.566,0.0199,0.421,0.0509,0,0,0,0,0,0,0,0,0,1
1,0.566,0.0199,0.421,0.0509,0,0,0,0,0,0,0,0,0,1
1,0.57,0.0261,0.351,0.0969,0.373,0.417,0,0,0,0.417,0,0,0.0369,1
1,0.607,0.0666,0.175,0.259,0.349,1,0,0,0,0.3,0.241,12,0.307,1
1,0.634,0.131,0.0982,0.33,0,0.0333,0,0,0,0.417,0.227,6,0.335,1
0.683,0.627,0.155,0.133,0.293,0,0,0.268,0.25,0.483,0.783,0.395,14,0.557,1
0.467,0.608,0.133,0.225,0.211,0,0,0.531,0,0,0,0,0,0.184,1
0.4,0.602,0.128,0.253,0.181,0,0,0.567,0,0,0,0,0,0.111,1
0.583,0.618,0.191,0.175,0.233,0,0,0.214,0,0,0,0,0,0.184,1
0.7,0.629,0.264,0.126,0.267,0,0,0,0,0,0,0,0,0.184,1
0.683,0.615,0.24,0.189,0.22,0,0,0,0,0,0,0.153,8,0.175,1
0.583,0.611,0.189,0.26,0.169,0,0,0,0,0,0,0,0,0.221,1
0.567,0.632,0.208,0.253,0.176,0,0,0,0,0,0.233,0.105,5,0.439,1
0.8,0.734,0.41,0.0842,0.314,0,0,0,0,0,0,0.21,10,0.287,1
0.8,0.749,0.477,0.0842,0.352,0,0,0,0,0,0,0.0842,4,0.0928,1
0.8,0.738,0.621,0.0842,0.433,0.573,0.667,0,0,0,0,0,0,0.0369,1
0.8,0.715,0.736,0.0842,0.552,0.293,0.783,0,0,0,0,0,0,0.0737,1
0.8,0.663,0.664,0.0982,0.633,0,0,0,0,0,0,0,0,0.0369,1
0.8,0.604,0.347,0.168,0.391,0,0,0,0,0,0,0.271,13,0.18,1
0.8,0.574,0.151,0.204,0.174,0,0,0,0,0,0,0.201,10,0.244,1
0.983,0.566,0.0382,0.337,0.0705,0,0,0,0,0,0.233,0.116,6,0.0772,1
1,0.564,0.0382,0.253,0.073,0,0,0,0,0,0,0,0,0,1
1,0.565,0.0237,0.288,0.0569,0,0,0,0,0,0,0,0,0.0737,1
1,0.565,0.0179,0.372,0.0509,0,0,0,0,0,0,0.196,10,0.167,1
1,0.566,0.0174,0.421,0.0509,0,0,0,0,0,0,0.0571,3,0.0379,1
1,0.566,0.0174,0.421,0.0509,0,0,0,0,0,0,0,0,0,1
1,0.57,0.0311,0.267,0.115,0,0,0.46,0.5,0.233,0,0.252,13,0.204,1
0.733,0.582,0.0373,0.295,0.148,0,0,0.348,0,0,0,0.112,6,0.369,1
0.6,0.613,0.0683,0.175,0.263,0.628,0.917,0.111,0.167,0,0,0.13,6,0.606,1
0.417,0.603,0.0624,0.246,0.201,0,0.783,0.33,0.0833,0.233,0,0,0,0,-0.8
0.4,0.602,0.0686,0.253,0.19,0,0,0.334,0,0,0,0,0,0.258,0
0.483,0.609,0.0881,0.218,0.211,0,0,0.351,0,0,0,0,0,0.111,0
0.517,0.612,0.0988,0.204,0.216,0,0,0.588,0,0,0,0,0,0.0369,0
0.317,0.594,0.0713,0.288,0.149,0,0,0.358,0,0,0,0,0,0.184,0
0.333,0.588,0.0653,0.316,0.128,0,0,0.556,0,0,0,0,0,0.295,0
0.4,0.601,0.0884,0.281,0.154,0,0,0.337,0,0,0,0,0,0.369,0
0.267,0.602,0.0826,0.309,0.134,0,0,0.525,0,0,0,0,0,0.0369,0
0.45,0.655,0.166,0.232,0.197,0,0,0,0,0,0.167,0,0,0,-0.8
0.8,0.743,0.344,0.0842,0.332,0,0,0,0,0,0.783,0,0,0.184,1
0.8,0.745,0.471,0.0842,0.391,0,0,0,0,0,0,0,0,0.0737,1
0.75,0.716,0.585,0.105,0.467,0,0,0,0,0,0,0,0,0.0369,1
0.8,0.682,0.614,0.119,0.542,0,0,0,0,0,0,0,0,0.0369,1
0.883,0.601,0.258,0.281,0.289,0,0,0,0,0,0,0.122,6,0.0812,1
1,0.574,0.0897,0.337,0.132,0,0,0,0,0,0,0,0,0,1
1,0.566,0.0207,0.414,0.0544,0,0,0,0,0,0,0,0,0,1
1,0.566,0.0174,0.421,0.0509,0,0,0,0,0,0,0,0,0,1
1,0.566,0.0174,0.421,0.0509,0,0,0,0,0,0,0,0,0,1
1,0.566,0.0174,0.421,0.0509,0,0,0,0,0,0,0,0,0,1
1,0.566,0.0174,0.421,0.0509,0,0,0,0,0,0,0,0,0,1
0.917,0.566,0.0174,0.421,0.0509,0,0,0,0,0,0,0,0,0,1
0.767,0.569,0.0243,0.365,0.0877,0,0,0,0,0,0,0.294,8,0.269,1
0.683,0.575,0.0299,0.337,0.113,0,0,0,0,0,0,0.16,8,0.29,1
0.617,0.592,0.0464,0.288,0.166,0,0,0,0,0,0,0.533,20,0.722,-0.85
0.517,0.612,0.0724,0.204,0.237,0,0,0,0,0,0,0.165,8,0.257,0
0.433,0.605,0.0732,0.239,0.201,0,0,0.232,0.25,0.167,0,0,0,0.147,0
0.467,0.608,0.0844,0.225,0.207,0,0,0.748,0,0.317,0,0,0,0.147,0
0.5,0.611,0.0967,0.211,0.21,0,0,0.598,0,0,0,0,0,0.0369,0
0.4,0.602,0.087,0.253,0.175,0,0,0.42,0,0,0,0,0,0.332,0
0.4,0.602,0.0945,0.253,0.174,0,0,0.211,0,0,0,0,0,0.332,0
0.4,0.607,0.102,0.253,0.174,0,0,0,0,0,0,0,0,0.0737,0
0.55,0.642,0.155,0.189,0.221,0,0,0.271,0.417,0,0,0,0,0.184,-0.517
0.533,0.667,0.187,0.196,0.222,0,0,0,0.333,0.483,0.233,0,0,0.0737,-0.333
0.783,0.739,0.338,0.0912,0.327,0,0,0,0,0,0,0.103,5,0.0684,1
0.767,0.738,0.448,0.0982,0.375,0,0,0.458,0.25,0.417,0,0.0749,4,0.0497,1
0.683,0.702,0.54,0.133,0.434,0,0,0.183,0,0.317,0,0,0,0.184,1
0.8,0.663,0.53,0.161,0.478,0,0,0,0,0,0,0,0,0,1
0.833,0.608,0.314,0.232,0.353,0,0,0,0,0,0,0,0,0,1
1,0.588,0.218,0.204,0.277,0,0,0,0,0,0,0,0,0,1
1,0.568,0.0694,0.288,0.105,0,0,0,0,0,0,0,0,0,1
1,0.565,0.0278,0.337,0.062,0,0,0,0,0,0,0,0,0.111,1
1,0.565,0.0207,0.337,0.0539,0,0,0,0,0,0,0,0,0.0369,1
1,0.565,0.0178,0.337,0.0509,0,0,0,0,0,0,0,0,0.221,1
0.917,0.566,0.0174,0.414,0.0509,0,0,0,0,0,0,0,0,0,1
0.8,0.566,0.0174,0.421,0.0509,0,0,0,0,0,0,0,0,0,1
0.833,0.571,0.029,0.316,0.11,0,0,0,0,0,0,0.208,10,0.433,1
0.917,0.597,0.0602,0.126,0.266,0,0,0,0,0,0,0.334,16,0.332,1
0.8,0.614,0.0696,0.168,0.269,0,0,0,0,0,0,0.243,7,0.383,1
0.717,0.62,0.0825,0.168,0.267,0,0,0,0,0,0,0,0,0.238,-0.417
0.467,0.608,0.0766,0.225,0.214,0,0,0,0,0,0,0,0,0.0369,-0.35
0.217,0.585,0.0486,0.33,0.123,0,0,0,0,0,0,0,0,0.147,0
0.233,0.587,0.0545,0.323,0.125,0,0,0,0,0,0,0,0,0.258,0
0.4,0.602,0.087,0.253,0.175,0,0,0,0,0,0,0,0,0.0737,0
0.4,0.602,0.0945,0.253,0.174,0,0,0,0,0,0,0,0,0.147,0
0.217,0.588,0.0629,0.33,0.118,0,0,0,0,0,0,0,0,0.184,0
0.333,0.614,0.103,0.281,0.154,0,0,0,0,0,0,0,0,0,0
0.433,0.648,0.155,0.239,0.19,0,0,0,0,0,0.167,0,0,0,-0.767
0.917,0.769,0.396,0.0351,0.375,0,0,0,0,0,1,0.312,15,0.355,1
0.817,0.749,0.479,0.0772,0.397,0,0,0,0,0,0.0333,0,0,0.147,1
0.8,0.727,0.62,0.0842,0.491,0,0,0,0,0,0,0.0984,5,0.102,1
0.8,0.682,0.614,0.119,0.542,0,0,0,0,0,0.233,0,0,0.0369,1
0.767,0.621,0.402,0.182,0.44,0.406,0.417,0,0,0,0,0.0923,5,0.0612,1
0.6,0.575,0.0977,0.33,0.141,0.14,1,0,0,0,0,0.135,7,0.0898,1
0.6,0.567,0.0404,0.372,0.0749,0,0.0333,0,0,0,0,0,0,0,1
0.683,0.566,0.0174,0.421,0.0509,0,0,0,0,0,0,0,0,0,1
0.8,0.566,0.0174,0.421,0.0509,0,0,0,0,0,0,0,0,0,1
0.883,0.565,0.0173,0.351,0.0509,0,0,0,0,0,0,0,0,0.0369,1
1,0.565,0.0172,0.323,0.0509,0,0,0,0,0,0,0,0,0.0369,1
0.917,0.565,0.0208,0.323,0.0586,0,0,0,0,0,0,0.248,13,0.533,1
0.8,0.568,0.0247,0.337,0.0842,0,0,0,0,0,0,0.164,8,0.182,1
0.617,0.575,0.0299,0.337,0.113,0,0,0,0,0,0,0.216,10,0.327,-0.133
0.683,0.604,0.0592,0.225,0.221,0,0,0,0,0,0,0.206,10,0.247,-0.133
0.8,0.627,0.0926,0.133,0.296,0,0,0,0,0,0,0.239,9,0.49,1
0.717,0.614,0.0847,0.196,0.237,0,0,0,0,0,0,0.111,6,0.147,-0.417
0.517,0.594,0.0624,0.288,0.157,0,0,0,0,0,0,0,0,0.295,-0.133
0.317,0.576,0.0354,0.372,0.0887,0,0,0,0,0,0,0,0,0.0369,0
0.283,0.573,0.033,0.386,0.0766,0,0,0,0,0,0,0,0,0.0737,0
0.483,0.599,0.0892,0.267,0.164,0,0,0,0,0,0,0,0,0.147,0
0.6,0.617,0.125,0.204,0.21,0,0,0,0,0,0,0,0,0.258,0
0.683,0.662,0.188,0.14,0.258,0,0,0,0,0,0.917,0.141,7,0.204,-0.55
0.8,0.716,0.269,0.0842,0.307,0,0,0,0,0,0.767,0.202,10,0.171,1
0.883,0.762,0.385,0.0491,0.364,0,0,0,0,0,0,0.256,13,0.17,1
1,0.789,0.585,0,0.476,0,0,0,0,0,0,0.172,8,0.114,1
0.817,0.731,0.631,0.0772,0.499,0,0,0,0,0,0,0.176,9,0.264,1
0.8,0.692,0.681,0.0842,0.606,0,0,0,0,0,0,0.297,14,0.197,1
0.833,0.639,0.528,0.105,0.566,0,0,0,0,0,0,0.0557,3,0.037,1
1,0.588,0.209,0.232,0.269,0,0,0,0,0,0,0.125,6,0.0828,1
1,0.562,0.0441,0.401,0.0787,0,0,0,0,0,0,0,0,0,1
1,0.566,0.0174,0.421,0.0509,0,0,0,0,0,0,0,0,0,1
1,0.566,0.0174,0.421,0.0509,0,0,0,0,0,0,0,0,0,1
1,0.566,0.0174,0.421,0.0509,0,0,0,0,0,0,0,0,0,1
0.917,0.556,0.0174,0.479,0.0509,0,0,0,0,0,0.233,0,0,0,1
0.8,0.558,0.0196,0.469,0.0579,0,0,0,0,0,0,0,0,0.221,1
0.833,0.54,0.0314,0.604,0.114,0,0,0,0,0,0,0.172,8,0.667,1
0.917,0.532,0.0566,0.624,0.232,0,0,0.358,0.25,0.167,0,0.228,11,0.225,1
0.617,0.549,0.0717,0.421,0.26,0,0,0.598,0,0.55,0,0.154,8,0.32,1
0.467,0.557,0.0694,0.421,0.21,0,0,0.659,0,0,0,0.146,7,0.465,-0.667
0.267,0.561,0.0523,0.421,0.138,0,0,0.296,0,0,0,0.198,10,0.242,-0.117
0.2,0.562,0.0474,0.421,0.113,0,0,0.517,0,0,0,0,0,0.0737,0
0.167,0.562,0.0446,0.421,0.101,0,0,0.686,0,0,0,0,0,0,0
0,0.566,0.0174,0.421,0.0509,0,0,0.0805,0,0,0,0,0,0,0
0.133,0.563,0.0444,0.421,0.0891,0,0,0,0,0,0,0,0,0.0369,0
0.2,0.564,0.061,0.421,0.108,0,0,0,0,0,0,0,0,0.258,0
0.383,0.575,0.117,0.421,0.161,0,0,0,0,0,0.4,0,0,0.221,0
0.433,0.593,0.16,0.421,0.18,0,0,0,0,0,0.0667,0,0,0.147,-0.783
0.733,0.632,0.331,0.585,0.287,0,0,0,0,0,0,0,0,0.0737,1
0.8,0.639,0.487,0.843,0.355,0,0,0,0,0,0,0,0,0.0737,1
0.8,0.62,0.567,0.836,0.392,0,0,0,0,0,0,0,0,0.0369,1
0.8,0.587,0.463,0.72,0.363,0,0,0,0,0,0,0,0,0,1
0.8,0.563,0.211,0.575,0.222,0,0,0,0,0,0,0.305,15,0.202,1
0.983,0.553,0.0922,0.537,0.129,0,0,0,0,0,0,0,0,0.299,1
1,0.56,0.0321,0.46,0.0646,0,0,0,0,0,0,0.175,9,0.116,1
1,0.566,0.0199,0.421,0.0509,0,0,0,0,0,0,0,0,0,1
1,0.566,0.0199,0.421,0.0509,0,0,0,0,0,0,0,0,0,1
1,0.566,0.0199,0.421,0.0509,0,0,0,0,0,0,0,0,0,1
1,0.566,0.0199,0.421,0.0509,0,0,0,0,0,0,0,0,0,1
1,0.554,0.0216,0.489,0.0608,0,0,0,0,0,0,0,0,0.147,1
1,0.536,0.0348,0.653,0.151,0,0,0,0,0,0.417,0.119,6,0.264,1
1,0.545,0.0686,0.44,0.253,0,0,0,0,0,0.283,0.199,10,0.206,1
0.817,0.553,0.11,0.421,0.259,0,0,0,0,0,0,0,0,0.0369,1
0.383,0.559,0.0947,0.421,0.173,0,0,0,0,0,0.167,0,0,0.369,-0.05
0.4,0.558,0.121,0.421,0.179,0,0,0,0,0,0.767,0,0,0.258,1
0.4,0.558,0.132,0.421,0.172,0,0,0,0,0,0,0,0,0.147,1
0.4,0.558,0.141,0.421,0.167,0,0,0,0,0,0,0,0,0.0737,1
0.4,0.558,0.164,0.421,0.166,0,0,0,0,0,0,0,0,0.0369,1
0.533,0.558,0.186,0.421,0.165,0,0,0,0,0,0,0,0,0.147,1
0.6,0.567,0.204,0.421,0.166,0,0,0,0,0,0.233,0,0,0.332,1
0.817,0.591,0.304,0.421,0.22,0,0,0,0,0,0,0.352,17,0.455,1
1,0.637,0.457,0.421,0.314,0,0,0.334,0.417,0,0,0.201,10,0.17,1
0.967,0.659,0.591,0.855,0.38,0,0,0.245,0.0833,0.917,0,0.0836,4,0.324,1
0.8,0.634,0.642,0.878,0.389,0,0,0,0,0.767,0,0.148,7,0.0982,1
0.75,0.611,0.713,0.855,0.463,0,0,0,0,0,0,0,0,0.0369,1
0.983,0.575,0.873,0.99,0.726,0,0,0,0,0,0,0.184,9,0.122,1
0.817,0.545,0.343,0.739,0.353,0,0,0,0,0,0,0,0,0.0369,-0.55
0.8,0.549,0.0807,0.546,0.106,0,0,0,0,0,0,0,0,0,0
0.9,0.556,0.0312,0.479,0.0607,0,0,0,0,0,0,0,0,0,0.5
0.8,0.546,0.0276,0.537,0.0569,0,0,0,0,0,0,0,0,0,0
0.8,0.546,0.0222,0.537,0.0514,0,0,0,0,0,0,0,0,0.184,0
0.8,0.546,0.02,0.537,0.0509,0,0,0,0,0,0,0,0,0.221,-0.467
0.983,0.564,0.0199,0.431,0.0509,0,0,0,0,0,0,0,0,0,-0.0833
1,0.566,0.0199,0.421,0.0509,0,0,0,0,0,0,0,0,0,1
1,0.539,0.0343,0.633,0.149,0,0,0,0,0,0,0.364,18,0.389,1
1,0.551,0.0528,0.44,0.188,0,0,0,0,0,0,0.357,17,0.311,1
1,0.557,0.0797,0.421,0.19,0,0,0,0,0,0,0,0,0.147,1
0.817,0.554,0.142,0.421,0.244,0,0,0,0,0,0,0,0,0.147,1
0.617,0.558,0.124,0.421,0.184,0,0,0,0,0,0,0,0,0,1
0.6,0.558,0.132,0.421,0.172,0,0,0,0,0,0,0,0,0.147,1
0.6,0.558,0.141,0.421,0.167,0,0,0,0,0,0,0,0,0.406,1
0.6,0.558,0.164,0.421,0.166,0,0,0,0,0,0,0,0,0.221,1
0.6,0.554,0.263,0.421,0.218,0,0,0,0,0,0.233,0.152,8,0.356,1
0.683,0.569,0.334,0.421,0.247,0,0,0,0,0,0,0.327,13,0.291,1
0.9,0.604,0.458,0.421,0.312,0,0,0.446,0.25,0.667,0,0.488,19,0.435,1
0.8,0.63,0.423,0.421,0.293,0,0,0.703,0,0.05,0,0,0,0.147,1
0.8,0.643,0.493,0.781,0.324,0,0,0,0,0,0,0,0,0.0369,1
0.8,0.634,0.642,0.878,0.389,0,0,0,0,0,0,0.114,6,0.0759,1
0.8,0.603,0.588,0.778,0.388,0,0,0,0,0,0.233,0.242,12,0.16,1
0.883,0.571,0.455,0.711,0.392,0,0,0,0,0,0,0,0,0,1
0.95,0.543,0.332,0.739,0.347,0,0,0,0,0,0,0,0,0,-0.05
1,0.547,0.0936,0.566,0.118,0.715,0.917,0,0,0,0,0,0,0,1
0.9,0.556,0.0277,0.479,0.0586,0,0.5,0,0,0,0,0,0,0,0.5
1,0.566,0.0174,0.421,0.0509,0,0.233,0,0,0,0,0,0,0,1
1,0.566,0.0174,0.421,0.0509,0,0,0,0,0,0,0,0,0,1
1,0.558,0.0174,0.469,0.0509,0,0,0,0,0,0,0,0,0,1
1,0.546,0.0182,0.537,0.0511,0,0,0,0,0,0,0,0,0.184,1
1,0.546,0.0208,0.537,0.0581,0,0,0,0,0,0,0,0,0.0737,1
1,0.542,0.0296,0.585,0.105,0,0,0,0,0,0,0.295,14,0.417,1
0.917,0.544,0.0436,0.556,0.172,0,0,0,0,0,0,0.135,7,0.0896,1
0.8,0.555,0.0536,0.421,0.191,0,0,0,0,0,0,0.453,21,0.669,1
0.533,0.56,0.0521,0.421,0.152,0,0,0,0,0,0.233,0.337,16,0.26,-0.917
0.4,0.558,0.0705,0.421,0.181,0,0,0,0,0,0,0.181,9,0.268,0
0.4,0.558,0.0774,0.421,0.175,0,0,0,0,0,0,0.23,11,0.429,0
0.167,0.562,0.0444,0.421,0.101,0,0,0,0,0,0.167,0.182,9,0.158,0
0.2,0.562,0.0534,0.421,0.109,0,0,0,0,0,0.0667,0,0,0.221,0
0.333,0.559,0.0843,0.421,0.146,0,0,0,0,0,0,0,0,0.295,0
0.4,0.562,0.105,0.421,0.165,0,0,0,0,0,0,0,0,0.147,0
0.4,0.575,0.121,0.421,0.166,0,0,0,0,0,0,0,0,0.221,0
0.533,0.6,0.193,0.421,0.209,0,0,0,0,0,0,0,0,0.184,0
0.6,0.62,0.271,0.544,0.243,0.68,0.917,0,0,0,0,0,0,0.0737,-0.833
0.867,0.645,0.537,0.883,0.385,0.506,0.483,0,0,0,0,0.0959,5,0.285,-0.0833
0.817,0.626,0.652,0.894,0.446,0.465,0,0,0,0,0,0,0,0.0369,1
0.8,0.589,0.547,0.778,0.431,0,0,0,0,0,0,0,0,0,1
0.883,0.558,0.416,0.749,0.408,0,0,0,0,0,0,0.299,15,0.235,1
1,0.544,0.16,0.633,0.2,0,0,0,0,0,0,0.153,8,0.102,1
1,0.564,0.0208,0.431,0.0544,0,0,0,0,0,0,0,0,0,1
1,0.566,0.0174,0.421,0.0509,0,0,0,0,0,0,0,0,0,1
1,0.566,0.0174,0.421,0.0509,0,0,0,0,0,0,0,0,0,1
1,0.566,0.0174,0.421,0.0509,0,0,0,0,0,0,0,0,0,1
1,0.566,0.0174,0.421,0.0509,0,0,0,0,0,0,0,0,0,1
1,0.558,0.0196,0.469,0.0579,0,0,0,0,0,0,0.154,8,0.176,1
1,0.533,0.0323,0.643,0.114,0,0,0,0,0,0.917,0.208,10,0.212,1
0.917,0.531,0.0625,0.614,0.257,0,0,0.447,0.25,0.233,0.5,0.196,10,0.241,1
0.8,0.544,0.0898,0.421,0.33,0,0,0.695,0,0,0,0,0,0.184,1
0.617,0.554,0.0867,0.421,0.261,0.138,0.167,0.469,0,0,0,0,0,0.184,-0.65
0.6,0.554,0.0971,0.421,0.246,0.634,1,0.478,0.75,0.167,0,0,0,0.147,0
0.517,0.556,0.0941,0.421,0.213,0,0.233,0.211,0,0.8,0,0,0,0.221,0
0.4,0.56,0.0689,0.421,0.145,0,0,0,0,0,0,0,0,0.111,0
0.4,0.562,0.0534,0.421,0.109,0,0,0,0,0,0,0,0,0.0369,0
0.583,0.558,0.0941,0.421,0.161,0,0,0,0,0,0,0,0,0.147,0
0.6,0.563,0.124,0.421,0.189,0,0,0,0,0,0,0,0,0.111,-0.567
0.733,0.581,0.207,0.421,0.262,0,0,0,0,0,0,0.122,6,0.524,-0.0833
0.75,0.613,0.263,0.421,0.273,0,0,0,0,0,0.417,0,0,0.147,1
0.8,0.637,0.356,0.585,0.308,0,0,0,0,0,0.283,0,0,0.258,1
0.8,0.632,0.428,0.795,0.319,0,0,0,0,0,0,0,0,0,1
0.8,0.615,0.558,0.817,0.388,0,0,0,0,0,0.233,0,0,0.0369,1
0.75,0.592,0.591,0.807,0.459,0,0,0,0,0,0,0,0,0,-0.0333
0.8,0.564,0.308,0.643,0.303,0,0,0,0,0,0,0.341,13,0.226,1
0.85,0.561,0.0359,0.46,0.0699,0,0,0,0,0,0,0.131,7,0.0872,1
0.983,0.566,0.0174,0.421,0.0509,0,0,0,0,0,0,0.111,6,0.074,1
1,0.566,0.0174,0.421,0.0509,0,0,0,0,0,0,0,0,0,1
1,0.566,0.0174,0.421,0.0509,0,0,0,0,0,0,0,0,0,1
1,0.566,0.0174,0.421,0.0509,0,0,0,0,0,0,0,0,0,1
1,0.558,0.0182,0.469,0.0511,0,0,0,0,0,0,0.158,8,0.216,1
0.9,0.551,0.0203,0.508,0.0581,0,0,0,0,0,0,0.205,10,0.21,1
1,0.542,0.0296,0.585,0.105,0,0,0,0,0,0,0,0,0.0369,1
0.867,0.55,0.0341,0.527,0.129,0,0,0,0,0,0,0,0,0.184,1
0.767,0.55,0.0644,0.421,0.237,0,0,0,0,0,0.233,0.48,23,0.392,-0.667
0.417,0.562,0.0416,0.421,0.125,0.634,0.917,0,0,0,0,0,0,0,-0.2
0.4,0.562,0.0439,0.421,0.116,0.698,0.25,0,0,0,0,0,0,0.369,0
0.433,0.56,0.0661,0.421,0.148,0.14,0,0,0,0,0,0,0,0.147,0
0.517,0.556,0.102,0.421,0.205,0,0,0,0,0,0,0,0,0.0737,0
0.433,0.558,0.0895,0.421,0.166,0,0,0,0,0,0,0,0,0.0737,0
0.6,0.558,0.0973,0.421,0.165,0.259,0.167,0.277,0.25,0.167,0,0,0,0.0369,0
0.6,0.563,0.0748,0.421,0.127,0.734,1,0.311,0,0.0667,0,0,0,0.184,0
0.517,0.57,0.0693,0.421,0.109,0,0.233,0,0,0,0,0,0,0.147,-0.267
0.617,0.601,0.189,0.421,0.201,0,0,0,0,0,0.233,0,0,0,-0.583
0.717,0.621,0.272,0.503,0.25,0,0,0,0,0,0,0.219,11,0.293,1
0.783,0.619,0.361,0.73,0.273,0,0,0,0,0,0,0,0,0.0737,1
0.667,0.601,0.376,0.691,0.273,0,0,0,0,0,0,0,0,0,1
0.633,0.581,0.388,0.672,0.321,0,0,0,0,0,0,0,0,0,1
0.8,0.56,0.308,0.662,0.312,0,0,0,0,0,0,0,0,0.0369,1
0.8,0.541,0.167,0.653,0.207,0,0,0,0,0,0,0,0,0,1
0.983,0.563,0.0242,0.44,0.0578,0,0,0,0,0,0,0,0,0,1
1,0.566,0.0174,0.421,0.0509,0,0,0,0,0,0,0,0,0,1
1,0.566,0.0174,0.421,0.0509,0,0,0,0,0,0,0,0,0,1
1,0.566,0.0174,0.421,0.0509,0,0,0,0,0,0,0,0,0,1
1,0.566,0.0174,0.421,0.0509,0,0,0,0,0,0,0,0,0,1
